,x,y,EC_0.10,EC_0.20,EC_0.30,EC_0.40,EC_0.50,EC_0.75,EC_1.00,EC_1.25,EC_1.50,EC_2.00,EC_2.50,EC_end,pos
0,41668.19202084596,204315.99513202533,55.38063976428598,44.8981817986424,147.98664937686257,111.5941282256291,179.69937171311932,108.20237314253252,198.4478592011628,284.7084720856411,267.4305951688883,197.32669117863264,333.6706670424895,132.7799077632339,11
1,41668.3472825393,204315.37241863552,19.108091687714335,74.90790016893331,139.1333359467405,71.66334700758064,204.5898650854756,262.63248104416084,271.00948613864904,150.9543913971322,429.72862050544757,204.16672210413375,377.91737463177964,47.56521963081214,12
2,41668.50903895529,204314.7196479328,32.095231782242315,51.179475967675444,157.1278736203592,86.77339644981319,105.90090499026329,180.95568574424374,194.24720092474993,201.9277300355085,285.1658066134073,331.5269397024828,278.3183390199433,51.089025126759196,13
3,41668.63501882799,204314.1905125501,78.10771659894763,24.81880794279997,77.3050101191156,215.84690286720334,112.26396531831897,185.1540821369843,156.5143974032107,364.08937995937083,290.3070675991941,207.16613740114767,265.8191886009228,81.4475260330286,14
4,41668.77709984346,204313.54194829613,23.845191132380776,59.307028007654836,145.3242719441924,199.31046752079692,173.8684761800399,103.99401871044992,171.89033555837173,158.94175920457582,213.86856032174717,305.7198906911883,637.0475422524783,37.35132183476231,15
5,41668.77709984346,204313.54194829613,51.03112005502226,34.74441507410011,23.94781336297315,68.59876162562364,259.39509159536567,88.45121559590109,180.35723492143245,263.23378389057973,261.860457306631,284.2379615995735,702.8176813206812,44.43075876786352,16
6,41668.90555317087,204312.8592560692,54.90813924942583,56.6884789428092,127.49591972560073,145.87587880843216,198.42436262844677,104.21237669599674,104.85222624189207,470.0790282078591,233.0349565723148,273.13655682103456,270.69773576293755,178.75227578470896,17
7,41669.0166532396,204312.1780343056,81.38614933363974,62.12636963383659,72.45168140603518,162.37458417292953,153.62812260165992,80.98640382334422,369.47579932853,121.79074845400748,765.2203670235324,191.08286664943614,454.3571936942804,57.552125825724744,18
8,41669.11323629835,204311.5631052591,55.166340966231445,49.35736603449418,130.13460545555668,111.7239321636482,266.7597968172095,79.34548157641184,182.9309458388825,202.14346051218735,218.71794407710186,473.3257821428848,634.9580977692817,121.33500830488924,19
9,41669.11323629835,204311.5631052591,28.074650922374094,65.3046168945356,86.65334611488355,222.7771274944032,125.61874877592689,137.7764783270651,378.3276431205564,174.01886599781858,374.354066666445,210.97479162145135,508.83567825679324,128.56517023819333,20
10,41669.24071259088,204310.8202432543,55.92627808510314,60.70807845359161,91.19942332192602,144.67920595601385,152.71522379047494,163.4614723298945,148.54605738822934,448.8478733170516,146.10248784761689,473.92124504188496,521.666035639333,84.79943938576122,21
11,41669.383476408286,204310.13288855832,60.375211446351884,80.03435915216174,74.49536420047565,224.19951966872588,127.80055785555211,148.8584430033401,129.25733538028908,126.90420696701801,584.3719804899184,479.95143339879013,377.3397832633303,165.28868790293646,22
12,41669.383476408286,204310.13288855832,71.72718426774134,65.55912381126961,107.3505243018302,148.87830386970035,284.44591866806945,129.51389108784574,164.8392701946532,202.50530269910303,128.41725767491735,455.80908251031894,722.5701000634981,145.02829299908993,23
13,41669.54537208696,204309.4780747741,53.69501144830481,83.58722378670113,103.5008450476472,146.44073736749525,297.7213072060349,105.34516990338545,118.49847751841254,297.70375816465,604.5395852700934,241.06163268637385,520.2507800516785,178.00889960694565,24
14,41669.72790131651,204308.82152952533,58.36436140137747,79.62917333782832,138.63188864075863,59.71072858544164,283.70250763701983,115.95627285459861,192.10418853879384,165.52398394509163,540.5141717175202,480.0096280129971,255.77911134922041,224.61209181982906,25
15,41669.91452752872,204308.19206115045,67.22902395329638,56.054553124899485,116.79401889277686,172.39700787222577,202.86252823557624,151.31888988579627,110.99039354060619,204.5058588055296,120.29092932201007,298.0016098540974,618.0728562936845,471.506731811064,26
16,41669.91452752872,204308.19206115045,41.349853610043915,62.9337915522017,149.73515310363445,191.20914215673122,69.42044807690739,112.72536302915586,170.3530470707855,195.49891258768014,298.9365365607358,522.7825843462584,330.23018462951063,332.5097020686,27
17,41670.06883567719,204307.6838246481,75.5275293095794,35.40843604121724,161.45856199389777,127.32800639553145,328.8142912557141,179.866681856514,94.39279630589525,131.1267232562403,323.6727846256189,220.98684164255934,856.38370546167,233.95090757203212,28
18,41670.26317483242,204307.0446018968,48.06057860653719,49.60619296220258,135.72550247696216,262.9449815186087,120.45778275095124,155.42834065675993,175.52002246914986,313.34143540566606,202.47312194852213,203.98776151712326,546.8179235311566,363.4488698518313,29
19,41670.44565430384,204306.45329594423,58.824101289728205,59.46432669153725,123.91762687358214,111.51824480093276,292.58347311553916,103.63683357135733,195.3272979518664,153.60376255652173,171.2573586732341,665.7402433915893,322.8034071074844,309.34645374371826,30
20,41670.62939167167,204305.8741119178,74.27171164137359,58.97205242880206,103.77403504088292,95.42580191052147,87.69238851523258,167.97773831149584,177.27138244937098,192.76732129710913,629.2352003040106,631.2264132459705,307.5294034951595,122.51353888087897,31
21,41670.62939167167,204305.8741119178,58.27065112205201,75.85099178880976,96.41083246555777,105.14380269808059,154.616640542988,265.3772461128109,109.44207751740365,120.14495341058313,256.6254273136893,231.99678670409543,723.0788247241976,386.4408832939722,32
22,41670.82280811161,204305.28322808532,59.36717074772204,91.94323420664243,136.468088780824,157.41916068308666,87.74450346978233,74.61689911870305,169.98899765133086,259.30890678326296,666.1649953951916,299.52177847646834,715.9615651932355,174.96443560262838,33
23,41671.04115817082,204304.64091594703,80.35173844274075,62.457102465303876,124.1729524577994,104.55864032289999,322.2542986811008,79.59718237161378,96.9772353543989,136.10707971987682,426.118709845986,305.03299526858183,496.93474130944605,509.82723793529226,34
24,41671.24523580557,204304.0662475042,38.18463405475045,26.83213174501077,87.48929447277942,72.94225979983682,147.97304585271485,82.1444886226774,220.10776127302353,228.213484979943,264.3744996278199,690.8790626739788,275.5198765161457,397.0131622639006,35
25,41671.4871630702,204303.4203333482,62.25037605886125,51.0015440530543,66.11767274460873,123.07172498660009,104.72717465870537,99.71538351894141,289.4150045706423,131.87265923548665,141.1378584463054,464.28532191347387,703.6347870183074,362.64782162327793,36
26,41671.4871630702,204303.4203333482,51.064788498057204,77.76230394749864,44.48193301414572,68.08689241026926,237.64854932538188,126.18825077409136,140.06174919359236,450.6373357605866,147.13219399614516,233.0630596110854,558.293726018936,509.05572938533186,37
27,41671.714149682026,204302.84615405928,68.41160019232736,53.98713108235506,45.460662524493955,206.89619277744487,129.0443446626347,91.78845274358682,316.20566113369455,123.19681005516786,227.95156149579432,192.38831076430378,670.861776798687,500.6557799166871,38
28,41671.94620637041,204302.2810567934,73.16365165292379,28.433083560514333,54.251733445056864,104.46770559969139,72.9946262146467,114.04899943692664,207.50068517640284,356.44363586231145,203.9247667318703,308.14622454259825,215.452448577038,759.1629972452209,39
29,41672.16901693103,204301.75222894645,25.107898240791492,81.34173452918279,69.80531311771763,166.8227914190058,172.33200892247112,73.13418658308828,209.31782202004712,237.7760887388799,139.16831521905317,164.7515619906281,250.82528873044674,878.6680845034628,40
30,41672.418149533696,204301.16894879373,49.4176355141872,44.2063319473296,31.60674745235521,147.83233603708263,99.78275330713018,123.9954264246313,183.64125497253454,264.9695446326816,713.9733419213355,293.85679817343333,369.9418881404424,378.83770380021804,41
31,41672.642381302605,204300.64808439743,39.92939122518867,78.449904713617,107.11145649667775,162.61633236020768,71.24953778716407,91.57517219924756,84.69194481484129,385.40062229780017,186.08966557609926,446.94517978708063,772.4816700834331,346.64955206863834,42
32,41672.642381302605,204300.64808439743,13.240352425386732,42.95234131423207,101.48399323784678,148.06873364624607,114.81742117595192,104.01910868057661,190.30892674134623,112.71309719694386,412.21418857547275,198.7836555692495,534.8479128163933,688.3766641575558,43
33,41672.902374380006,204300.0545223365,42.73950827002537,50.72431604754502,46.22362669106286,180.56214067877704,91.69222475267924,117.06704338147556,280.7975975441503,154.938553589569,466.46599055700756,295.65658722315334,748.2143737781659,315.43071715856166,44
34,41673.16631176716,204299.4646925237,48.37912355103862,45.091983225087446,91.53982652184395,161.41792697115957,182.48694621695154,148.03156953475144,103.377914022883,238.8592736972126,261.03592460797677,423.9265145750959,471.35445054985075,498.10697242435634,45
35,41673.47513777457,204298.79077981133,58.127461893030464,45.81832678500415,27.67744450349617,245.2678529822464,132.31185247147056,170.84967647918512,136.8735254420843,107.52347222283228,408.7352005042227,322.6350134175391,827.6786182517933,407.54603552439016,46
36,41673.47513777457,204298.79077981133,81.8264197775106,53.91964019318502,58.43879299328371,167.07757991251506,127.95836157189453,189.90545845036155,203.44346355281755,119.65932313518161,173.8616458757803,215.13199508869963,403.82646626835367,825.9756823199671,47
37,41673.73776132126,204298.2313343752,68.80588211904,61.079781641216115,72.49757663465046,205.83547341849737,106.22351226703123,104.13677517331021,141.73245942521345,205.0354930659512,369.3431653668244,409.4057177629135,743.0456376449112,367.9520626785638,48
38,41674.03471412658,204297.61536137853,64.37916629868603,55.35458662689209,142.55807393992274,96.04573202303962,115.14611942326276,104.16616093051933,153.81940422584404,155.95203073017964,531.8102802627244,294.73789438355453,511.07950043781705,619.2012148062036,49
39,41674.25879332294,204297.1631945083,34.23295694079052,57.58768457708152,72.48327204020359,211.1295720724492,112.52373689978603,124.09093781680646,135.35967972378418,243.8286700877805,363.63021504327617,484.0858264977577,284.19262800586665,598.8538141686794,50
40,41674.55544832356,204296.57523235865,50.81963207443486,65.4851157654586,24.219643260085583,89.09012438448626,97.79426442740379,191.44229264337122,151.56979686307457,320.89032003893215,165.61205175961237,270.65044983335787,630.6072755370783,710.3420671125431,51
41,41674.55544832356,204296.57523235865,13.864174520589094,41.46443532005685,29.102458148897217,184.58439437891317,180.71946108433386,111.7933907172598,113.22777111949924,453.442627181066,407.42962914237495,415.5761795456856,289.0722988202607,594.7443385176997,52
42,41674.85871599299,204295.9816860352,31.295537745719905,23.0004494584203,120.20531274979554,73.10119781483215,114.75145597221533,103.97208329022021,167.28969332370318,189.51381392843007,234.82945496273317,221.6685554235166,973.8405501012843,727.3040571807142,53
43,41675.13143005576,204295.4506248049,37.299422718339834,82.43424863459816,19.73593013212333,125.30646764420521,166.48693514280654,88.99673320815052,283.1835791449098,218.455288203026,220.58918101248588,249.21598970723045,482.14050061149067,790.9998860334852,54
44,41675.43712564302,204294.86181928217,50.4899899960104,86.75889961638171,77.64942012295998,100.3197305547038,70.50659968281704,123.76105331062232,268.94373381121045,192.9904606855919,256.97029672317626,427.1074522724176,595.7111115444318,523.3707465302139,55
45,41675.71884495023,204294.33154914808,12.58742513199727,48.36769395904719,147.7118971095674,160.00352814024956,144.0677499137322,109.2404965060935,121.2826136399421,159.53086533891036,715.8159538848371,358.08241166313854,747.7290251636304,352.6240557446719,56
46,41675.71884495023,204294.33154914808,61.894233458359494,71.74591614317757,15.197639611589448,154.53446393210655,110.7092134185256,171.83234404844245,183.01833306421787,130.61910958257272,554.1610459388619,300.27741674789786,658.0987373611637,478.3917044918527,57
47,41676.04667801253,204293.717003014,45.40201022264582,79.93340185599803,34.455975756586874,145.89380322637743,115.67718067364555,147.78313195195435,254.32597911379938,178.64670243414298,603.6985658370997,705.0302559896638,300.89215071866533,258.025891610656,58
48,41676.310783927416,204293.2156309234,75.50233655267382,78.86398994798317,59.32341574993818,205.84761298267043,69.28482120491314,203.955974041635,351.5917900307734,137.26892721141894,442.2297379214514,233.5762971313818,563.6268742918044,492.3490415822479,59
49,41676.62766460766,204292.5942731276,67.0800018490093,69.42821955713389,69.2159692802157,165.63111072610735,326.974560780085,111.8453816371728,185.49602098962382,545.3776426896435,125.11092647147282,427.81510484619247,254.22659715345162,627.4234656587963,60
50,41676.62766460766,204292.5942731276,66.28256605924462,76.66720078473793,151.98355707910778,62.33383706076706,127.70471470353687,101.22313616005837,532.2662652593285,308.7231162191538,154.40648867260788,586.3880610973324,345.69866315463923,350.43478363003726,61
51,41676.90734747268,204292.0228258511,66.99116773907396,53.13943787885214,121.1002761272083,127.8024222398746,127.38938282672804,212.35495567012867,250.0034087244349,427.97787280728903,473.8198953236595,609.4917146451496,411.5299085589854,185.68126773753306,62
52,41677.18009600832,204291.4498658264,68.69274987250971,68.6030896237403,166.02714568151183,149.5899485438677,360.36144387216564,82.64801244712328,382.66979385411344,254.9031408175374,223.9542571795341,197.3969887343607,366.0114548064772,778.555809941095,63
53,41677.46253073287,204290.84496424068,52.83789765147476,92.54927810720794,135.9047327859749,117.31228672458344,128.88994889565552,296.14654661867314,232.5627741163548,165.5211654492363,240.5736959016388,307.56731332599895,349.9557893355261,936.8199602275589,64
54,41677.46253073287,204290.84496424068,53.39685433530184,78.01177029584477,111.4930556593934,205.04262357537849,183.046028811607,139.75554634878355,149.58377544573077,432.58109030221544,435.08222416384774,180.43820984110465,464.0045366111105,752.0763776073128,65
55,41677.77105295727,204290.17703766283,76.30368400537519,60.5169309883572,173.00281649102334,95.38815161491269,151.1525407580161,156.8355920904109,224.76763767980702,128.14585059122552,280.4631659054278,856.4545444734124,257.4393971324962,588.7496160056556,66
56,41678.05154486084,204289.5683624028,73.79441774536049,37.902307013146576,79.23946877804359,208.17675793250055,150.06426324444476,141.25858601663418,290.34015188605116,205.98209139445265,524.1617816779985,375.04893068887685,597.3744153550567,577.8574750548987,67
57,41678.3292432881,204288.9632352609,79.22878666700987,86.7594107567292,96.24593361492309,181.4268168957884,317.4963467349852,97.60987351462725,113.53465309164467,396.85532129914446,216.78135326443203,561.8497548047625,482.98334707284937,763.0158647216142,68
58,41678.3292432881,204288.9632352609,33.22361264023134,62.96720675287442,124.41761219680546,219.4968103440841,327.37013542806693,211.95171413181458,159.33888358150432,166.06604063919926,358.8593472307043,208.0065750328876,851.7751825828717,773.0962884598734,69
59,41678.59375889391,204288.38136969783,61.72933112876544,56.43115057773152,126.6244487036777,178.8326958559781,158.9300727476483,227.24364330282052,288.1946960415646,179.83276519269077,344.561119379151,423.311293815776,585.5144661987691,699.1252040239297,70
60,41678.871321422,204287.7671919484,72.55550183199848,85.51348348039046,75.11537176451085,213.41112155547188,206.21166848359175,144.10433999041265,116.37663217558932,281.0626418940258,215.38215227392237,894.2281985689356,325.9311199388527,775.5809456678103,71
61,41679.094379808725,204287.2723161252,65.7829834434706,84.34613451649005,130.31236199702457,238.4743301148244,104.95486166765184,140.04997212464338,309.8812706544409,331.5256892247318,198.54923849445905,474.31639049451366,555.286732546011,826.9216895316177,72
62,41679.36147523784,204286.67873500567,88.12873845291067,88.30270620031695,72.29844418550135,143.33367081085652,302.5984804824235,184.91612421826625,183.80836707875613,400.88781952532736,497.4165586524721,392.1940969587352,303.64327906606013,888.6393259108733,73
63,41679.36147523784,204286.67873500567,78.0844344376666,44.36302791022109,141.1051931763798,232.58432029163322,199.35905869590573,178.50576543893874,351.14684260941897,350.0855005778773,386.19097189186186,451.27793244750455,310.30550404926646,785.242989856485,74
64,41679.65610007008,204286.01834000368,64.873642957123,68.06012724900425,154.1352272233054,218.4033672064266,334.9579708949378,194.6244559662128,114.3869190581851,357.8701195357866,312.75013468627816,823.6385747043985,373.2050195589847,775.7125857472421,75
65,41679.91018838288,204285.4450871824,74.3199471578917,67.41346642810583,55.519747993145124,177.60121481114612,144.31823648923853,500.63049055806044,236.6433928924087,238.2060616378301,662.7929370344407,154.98830982257817,625.547815326243,939.9525425808433,76
66,41680.15338006291,204284.89697699528,77.5134960340492,54.951012438126334,140.15067289976875,184.19003784340578,297.06347974624737,405.4280561076326,193.7891268160341,310.7093525341715,227.6486634382245,466.0372105783113,903.2165341242908,805.1191251227934,77
67,41680.15338006291,204284.89697699528,53.259368810992726,67.62542665052364,154.3229716438115,185.5146914710837,262.44047911405335,384.8023006935826,212.46667053136997,214.79523698901704,293.08867645707994,634.4991635265494,525.5092797180955,977.8303348358118,78
68,41680.438614696846,204284.2601210652,76.91188112960569,84.3259908598158,103.41605684703556,199.48868034232999,65.44348472535589,566.0062564949646,135.86769777050677,368.09192406445607,383.7517275256805,616.0033184182566,351.9839187209634,979.9397781399051,79
69,41680.70069120072,204283.6855056081,85.63700002891403,76.33308180000117,102.57056753969425,180.81899642266688,163.2806896860956,428.24150500214824,267.182550784476,661.9639021520791,383.56494249181605,386.3701980002926,531.456927580521,899.8080627974284,80
70,41680.99601001569,204283.0517399013,71.1202270050284,59.629575082737865,178.76367326854628,230.63923742108472,279.73651333498304,235.8276225316912,610.3286893270631,203.62291824182014,573.534075790101,439.0135716204761,373.4352445012381,925.2334521784308,81
71,41680.99601001569,204283.0517399013,77.56068008723864,72.94890072855357,155.22772445516955,258.55445404085117,132.90695900095272,250.60524865688274,530.7051761985396,448.3230490621993,647.3297170364376,157.31325037446854,737.9189557871074,902.0697306664371,82
72,41681.2789164265,204282.45468353108,47.47159596549294,44.552285285234476,135.68510624313615,218.57467555736656,349.2611608850694,434.57288410733787,323.1850862824783,570.5929338815113,261.6953120488117,484.12844655315223,387.64275522718884,882.999568372322,83
73,41681.52330259091,204281.9425794212,72.96014201074689,81.83471707354589,113.0282521992642,219.5815634374331,173.61541080278522,513.1963550191385,170.35416820070571,744.7033642586158,648.5562022615186,315.0199093900885,677.6064028830228,632.9744559037707,84
74,41681.79202651055,204281.3797305944,80.85099687534529,80.263320406108,169.99180764691815,245.84677912583652,97.28185423542685,375.06974759427465,436.9885236105129,388.8232635353014,522.4507365181884,448.3415705920197,772.1316124315374,845.315840518473,85
75,41682.08834863473,204280.75488494523,80.63635653410188,86.44625721660532,109.58677332242382,90.21291633671524,240.92479545622587,554.0602745525198,249.91438092476875,260.6384576928116,514.8490248210888,755.2169003314798,619.6677281374849,673.7967796455812,86
76,41682.08834863473,204280.75488494523,72.15137826781125,56.23313973057078,167.4520374214041,152.4155946565757,157.42629075353446,540.5181151375821,196.9725231364343,448.3155034955415,695.1058065288346,543.0726207022929,307.1059006369731,898.5574932184902,87
77,41682.32288552841,204280.25780355,84.96196112665895,68.50180437536392,165.33839426923896,173.53909589755622,92.99227476886006,436.7685351427086,310.76309339704466,301.5004774323355,451.0564335400204,883.2216694638223,572.0191500028616,797.1567764393952,88
78,41682.64873569175,204279.56775961444,60.602853830301,62.70486192541556,128.6525236131689,64.04142896989958,321.8933898406134,477.997686477989,141.1966255155296,671.2211014889441,567.0504194185987,457.61378951201004,633.0381947082849,885.4368457201613,89
79,41682.89179767045,204279.05148272123,56.40484585300393,71.71950291451522,68.61625273787155,201.0363221270473,331.67520611152696,364.17466085723777,276.9917167617877,308.866082690721,716.0947697474829,860.9572682390128,255.22092298822398,900.4947864615762,90
80,41682.89179767045,204279.05148272123,88.86376803122998,70.97740773870729,116.33658077590604,191.4999881091487,265.44870181902445,184.56908089955817,411.5350613382457,698.9194676339666,119.65085569907619,603.0714282046413,953.1826119672457,862.1081089381598,91
81,41683.20180719695,204278.3877645144,82.80908036780177,37.57734613504527,142.70846667082532,95.07061645018283,145.78498248526125,435.3726579098376,850.9262838066711,164.84905079001066,268.5394708955813,453.81017441304766,646.6283048846574,878.3700447774754,92
82,41683.46877574678,204277.80861551315,54.88817829599738,67.81245786036817,163.21590994369456,88.50599461545283,193.72505729464532,458.1693222474589,652.3876450520063,654.1641165237099,211.83974165336343,374.62571216275234,395.03564918304625,793.446446961409,93
83,41683.720664238266,204277.2534084078,85.07165475500292,79.50112420843223,169.80793397729394,258.3865621750636,250.42854390849232,504.7303137539713,218.8148376226449,267.50882772791385,599.3986384170086,370.63422233891924,832.751042902938,821.8099534261493,94
84,41683.98412837069,204276.66463333648,82.3911195113256,30.075652627186518,93.6361237155073,248.14135659758517,250.3655880893699,457.62718791710296,305.67947577925156,896.1310298191119,238.074167785878,364.2185859097049,310.6283421477492,933.1473118203706,95
85,41683.98412837069,204276.66463333648,63.24446096586795,85.7157058882596,129.76772811533766,186.28056298578525,294.58765781983857,412.6647264689236,492.1972620370305,421.0721578177054,174.43817906051498,591.2386758432302,445.4235249629638,932.108766456342,96
86,41684.273688890185,204276.01366124584,79.25707859502684,39.76528170436963,101.4804239047307,244.32270044159733,282.48131909282426,329.87327880365535,690.9402070556457,421.04320053582273,463.2698205737962,348.9371715322591,247.20579492778685,718.0898327966577,97
87,41684.550389717566,204275.3934757924,65.99941710431743,83.8619193583241,135.80558964998698,130.27749042002068,211.6053119405006,493.48192798503453,342.8871971382531,323.24985197410234,473.32973636785186,350.154370398655,484.8522054282738,894.8655058835691,98
88,41684.79213424314,204274.85635746177,57.36867920347769,87.01936671906549,129.84312562040608,232.42664941792367,174.6090117972028,413.81816192947014,231.17040778508692,244.46054935446426,350.9092500120616,441.0455864147664,561.1737641488601,853.6897330215061,99
89,41684.79213424314,204274.85635746177,84.99913273977828,72.23169510262547,132.4109167066461,106.62562109523064,258.6931292181753,440.5376970481326,320.79351016757175,276.3835780154464,165.52598079240062,508.23433317729746,440.6974699876482,814.8353287254181,100
90,41685.06513840855,204274.25479858,79.71829042505635,84.81729117585772,45.429997183757024,237.33502195942583,300.56625025407834,263.1915797709711,149.91768598052215,300.7290821645061,397.0624497185727,497.92474639973875,466.45443456033263,903.1995238102162,101
91,41685.352526817456,204273.6234672312,53.04570109382391,93.64540488106127,161.28217363028412,234.5694280755513,81.19435089356429,75.02642356817515,487.60902540163784,121.57516160415818,1063.4338594370856,167.665684747222,392.87707572615045,832.760287515131,102
92,41685.601369822354,204273.07927749027,85.95389367079319,70.1736832153345,111.73224347173397,135.91275308581137,154.90247814507714,175.0353412159032,527.8242325105163,174.5914581142694,328.0898458870574,481.2139814255806,329.12740390892844,856.684094769657,103
93,41685.601369822354,204273.07927749027,69.03153201962681,72.61385683225166,179.801736407128,86.72986418632513,155.64166836393608,307.81232390548143,154.6120457958998,188.09747904718665,699.1946450408208,363.39901853906724,585.006259083543,817.7374832732255,104
94,41685.86345578423,204272.50903655123,54.641099181326034,56.837146519643014,115.83953348642709,245.36649540749505,279.5018210573188,169.74317917988708,213.67621537037354,229.6147874989344,156.3462989325141,541.1934342610782,666.7279292782937,873.4682327578889,105
95,41686.14020272945,204271.9114516573,59.37615661214321,57.84640589505845,117.18561628748805,192.520955916955,278.13109970233535,130.71905374385602,106.98265498365105,316.09277536300857,624.7100665594043,398.1266313466548,648.1433190871569,662.9372868589704,106
96,41686.38777539438,204271.3828687165,71.23090887270267,23.998179285878734,116.51465391296814,258.4377382386581,160.97645666219927,78.17514445327632,308.52199111695694,392.37783478976047,202.80597038110446,342.8289116610865,700.5213946694025,778.3264769489301,107
97,41686.660923131,204270.80687516465,71.71723795835379,80.00162127404218,92.34635413476107,164.1601875293646,231.9433758327082,151.06872375360598,185.72681644957765,141.93194651484248,159.70287671948012,643.6172929396552,524.3727147761174,848.2189182346464,108
98,41686.660923131,204270.80687516465,66.04385157490871,53.19251617089736,157.4459933500025,193.55432366668074,67.34057820431029,112.4931163467468,279.84833152057763,158.49782282602246,686.5131497504166,468.13959776802574,302.5137886295492,754.6946724014434,109
99,41686.94917448965,204270.201475394,64.04712369104506,46.79694816469933,103.01306511568278,159.10992306675615,271.205980413196,128.325598970724,111.14737225852423,198.60985831876894,340.8864581203899,661.9521002733019,736.4108918248239,534.7028580758833,110
